time_slots,overall_evaluation,name,semester,expected_participants,lecturers,maximum_participants,replies,line_code,minimum_participants,job_evaluation,language,ects_points,line_of_studies,programme,time_evaluation
"[{'room': 'DesignLab', 'day': 'Fredag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': 'DesignLab', 'day': 'Fredag', 'time_slot': '12.00-13.50', 'type': 'Øvelser'}]",5.8,Experimental Interaction,Efterår 2012,20,['Isaac Lenhart'],30,0.3333333333333333,KGAMES,12,4.5,Engelsk,750,cand.it. spil (games),KGAMES,3.0
"[{'room': '4A16', 'day': 'Torsdag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '4A16', 'day': 'Torsdag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",4.29,Foundations of Computing - Algorithms and Data Structures,Efterår 2012,35,['Athina Markopoulou'],40,0.45161290322580644,KSDT,12,5.0,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.36
"[{'room': 'Aud 1', 'day': 'Tirsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': 'Aud 1, 2A12, 2A52', 'day': 'Tirsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",4.17,Foundations of Computing - Discrete Mathematics,Efterår 2012,45,['Carsten Schürmann'],70,0.39344262295081966,KSDT,12,4.04,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.48
"[{'room': 'Aud 2', 'day': 'Tirsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': 'Aud 2, GameLab', 'day': 'Tirsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}, {'room': 'Aud 2', 'day': 'Onsdag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': '3A12/14, GameLab', 'day': 'Onsdag', 'time_slot': '12.00-13.50', 'type': 'Øvelser'}]",5.13,Foundations of Play and Games,Efterår 2012,50,['Espen Aarseth'],80,0.36507936507936506,KGAMES,12,4.74,Engelsk,1500,cand.it. spil (games),KGAMES,3.61
"[{'room': '2A20', 'day': 'Torsdag', 'time_slot': '14.00-15.50', 'type': 'Forelæsning'}, {'room': '2A20', 'day': 'Torsdag', 'time_slot': '16.00-17.50', 'type': 'Øvelser'}]",5.88,From Concept Art to In-Game Graphics,Efterår 2012,20,['Anders Antoft'],25,0.5,KGAMES,12,5.75,Engelsk,750,cand.it. spil (games),KGAMES,4.62
"[{'room': 'Aud 2, GameLab', 'day': 'Mandag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': 'Aud 2, GameLab', 'day': 'Mandag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}, {'room': 'Aud 1, GameLab', 'day': 'Torsdag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': 'Aud 1, GameLab', 'day': 'Torsdag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}, {'room': '2A20', 'day': 'Torsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}]",5.58,Game Design,Efterår 2012,41,['Miguel Angel Sicart'],80,0.4230769230769231,KGAMES,15,5.26,Engelsk,1500,cand.it. spil (games),KGAMES,4.48
"[{'room': '2A12, 4E wing', 'day': 'Tirsdag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '2A12, 4E wing', 'day': 'Tirsdag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}, {'room': '4A16, 4E wing', 'day': 'Fredag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': '4A16, 4E wing', 'day': 'Fredag', 'time_slot': '12.00-13.50', 'type': 'Øvelser'}]",3.77,Game Engines,Efterår 2012,25,['Mark Nelson'],36,0.5416666666666666,KGAMES,12,4.92,Engelsk,1500,cand.it. spil (games),KGAMES,3.64
"[{'room': '2A54, 4E wing', 'day': 'Mandag', 'time_slot': '14.00-15.50', 'type': 'Forelæsning'}, {'room': '2A54, 4E wing', 'day': 'Mandag', 'time_slot': '16.00-17.50', 'type': 'Øvelser'}]",5.0,Gameworlds as Fields for Expression,Efterår 2012,20,['Alessandro Canossa'],36,0.4,KGAMES,12,5.83,Engelsk,750,cand.it. spil (games),KGAMES,3.5
"[{'room': 'Aud 1', 'day': 'Mandag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': 'DesignLab', 'day': 'Mandag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",4.73,Interaction Design,Efterår 2012,60,"['Arun Yeshwantrao Nagargoje', 'Clint Heyer', 'Isabel Froes']",57,0.6226415094339622,KDDK,12,4.31,Engelsk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.78
"[{'room': 'Aud 1', 'day': 'Mandag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': 'DesignLab', 'day': 'Mandag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",4.73,Interaction Design,Efterår 2012,60,"['Arun Yeshwantrao Nagargoje', 'Clint Heyer', 'Isabel Froes']",57,0.6226415094339622,KDDK,12,4.31,Engelsk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.78
"[{'room': 'Aud 1', 'day': 'Mandag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': 'DesignLab', 'day': 'Mandag', 'time_slot': '12.00-13.50', 'type': 'Øvelser'}]",4.73,Interaction Design,Efterår 2012,60,"['Arun Yeshwantrao Nagargoje', 'Isabel Froes', 'Jens Pedersen']",57,0.6226415094339622,KDDK,12,4.31,Engelsk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.78
"[{'room': 'Aud 1', 'day': 'Mandag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': 'DesignLab', 'day': 'Mandag', 'time_slot': '12.00-13.50', 'type': 'Øvelser'}]",4.73,Interaction Design,Efterår 2012,60,"['Arun Yeshwantrao Nagargoje', 'Isabel Froes', 'Jens Pedersen']",57,0.6226415094339622,KDDK,12,4.31,Engelsk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.78
"[{'room': 'GameLab', 'day': 'Tirsdag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': 'GameLab', 'day': 'Tirsdag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}]",4.0,Interactive Multimedia,Efterår 2012,36,['Jan Dalsfort'],40,0.2777777777777778,KDDK,12,4.6,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,2.8
"[{'room': 'Aud 4', 'day': 'Fredag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': '2A12+2A14 (own computer)', 'day': 'Fredag', 'time_slot': '12.00-13.50', 'type': 'Øvelser'}, {'room': '2A12+2A14 (own computer)', 'day': 'Fredag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",3.88,Introduction to Database Design,Efterår 2012,20,['Rasmus Pagh'],25,0.6666666666666666,KSDT,12,4.62,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.25
"[{'room': 'Aud 1, DesignLab', 'day': 'Onsdag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '3A12/14, DesignLab, Aud 1, ScrollBar, 2A12', 'day': 'Onsdag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",5.2,Introduction to Interaction Design,Efterår 2012,80,"['Mogens Jacobsen', 'Anna Vallgårda']",87,0.6144578313253012,BDMD,60,4.52,Dansk,750,Bachelor i digitale medier og design (bdmd),BDMD,3.45
"[{'room': 'Aud 2', 'day': 'Torsdag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': 'Aud 2, 2A54, 2A20, 4A22', 'day': 'Torsdag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",3.65,Introduction to Media and Communication,Efterår 2012,60,['Charlie Breindahl'],88,0.6419753086419753,BDMD,40,4.53,Dansk,750,Bachelor i digitale medier og design (bdmd),BDMD,3.64
"[{'room': 'GameLab ', 'day': 'Mandag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': 'GameLab ', 'day': 'Mandag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}]",5.25,Introductory 3D,Efterår 2012,35,['Rickard Stampe Söderström'],35,0.35294117647058826,KDDK,12,4.58,Engelsk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.08
"[{'room': '3A50, 3A52', 'day': 'Mandag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}, {'room': 'Aud 3', 'day': 'Mandag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': '3A50, 3A52', 'day': 'Mandag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}]",5.58,Introductory Programming,Efterår 2012,40,['Jacob Avlund'],70,0.35294117647058826,KSDT,12,5.33,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.08
"[{'room': '4A14', 'day': 'Torsdag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '4A14', 'day': 'Torsdag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",5.0,IT Enabled Supply Chain Management,Efterår 2012,50,['Bent Steenholt Kragelund'],60,0.3333333333333333,BGBI,12,4.43,Engelsk,750,Bachelor i global virksomhedsinformatik (bgbi),BGBI,2.62
"[{'room': 'Aud 4, 2A52', 'day': 'Fredag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': 'Aud 4, 2A52, 3A52', 'day': 'Fredag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",4.56,IT Foundations,Efterår 2012,60,['Jesper Larsson'],85,0.6575342465753424,BGBI,60,4.58,Engelsk,750,Bachelor i global virksomhedsinformatik (bgbi),BGBI,3.71
"[{'room': 'Aud 1', 'day': 'Mandag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': 'Aud 1, GameLab , 4A56, 4A58', 'day': 'Mandag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}, {'room': 'Aud 1, 4A56, 4A58', 'day': 'Mandag', 'time_slot': '16.00-17.50', 'type': 'Øvelser'}]",4.14,Mobile and Distributed Systems,Efterår 2012,30,"['Thomas Hildebrandt', 'Raghava Rao Mukkamala']",40,0.4,KSDT,12,5.07,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.14
"[{'room': '3A12/14', 'day': 'Mandag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': '2A54, 3A18, 4A22', 'day': 'Mandag', 'time_slot': '12.00-13.50', 'type': 'Øvelser'}]",3.59,Mobile Media and Social IT,Efterår 2012,60,['Richard Ling'],80,0.4146341463414634,BDMD,12,4.24,Engelsk,750,Bachelor i digitale medier og design (bdmd),BDMD,3.58
"[{'room': '4A16, 4E wing', 'day': 'Tirsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': '4A16, 4E wing', 'day': 'Tirsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}, {'room': '2A12, 4E wing', 'day': 'Torsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': '2A12, 4E wing', 'day': 'Torsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",5.5,Modern AI for Games,Efterår 2012,20,"['Héctor Pérez Martínez', 'Corrado Grappiolo', 'Antonios Liapis', 'Julian Togelius', 'Noor Shaker']",35,0.4166666666666667,KGAMES,12,5.2,Engelsk,1500,cand.it. spil (games),KGAMES,4.22
"[{'room': 'Aud 3', 'day': 'Onsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': 'Aud 3', 'day': 'Onsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",4.48,New Media and Communication,Efterår 2012,60,['Mads Munck Petersson'],85,0.676056338028169,BGBI,60,4.38,Engelsk,750,Bachelor i global virksomhedsinformatik (bgbi),BGBI,3.72
[],5.57,Object Oriented Programming,Efterår 2012,65,['Andrea Corradini'],75,0.3783783783783784,MSKO,0,5.29,Engelsk,750,Master i it Softwarekonstruktion (sko),MSKO,3.93
"[{'room': '3A12/14', 'day': 'Mandag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': '3A12/14', 'day': 'Mandag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",5.0,Organization & Process Theory,Efterår 2012,40,['Christopher Gad'],60,0.1875,BGBI,12,4.44,Engelsk,750,Bachelor i global virksomhedsinformatik (bgbi),BGBI,4.11
"[{'room': 'Aud 3', 'day': 'Mandag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': 'Aud 3', 'day': 'Mandag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",5.75,P1 National Internet Law,Efterår 2012,30,"['Jan Trzaskowski', 'Kim Grud Hansen', 'Jens Ottesen-Støtt']",80,0.2222222222222222,KEBUSS,20,5.19,Dansk,750,cand.it. e-business (ebuss),KEBUSS,3.56
"[{'room': '2A54', 'day': 'Onsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': '2A54', 'day': 'Onsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",5.43,Procedural Content Generation in Games,Efterår 2012,20,"['Tobias Mahlmann', 'Julian Togelius', 'Noor Shaker']",25,0.3333333333333333,KGAMES,12,5.14,Engelsk,750,cand.it. spil (games),KGAMES,3.33
"[{'room': '4A16', 'day': 'Tirsdag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': '4A14', 'day': 'Tirsdag', 'time_slot': '12.00-13.50', 'type': 'Øvelser'}]",5.12,Programming Language Concepts and Implementation,Efterår 2012,35,['Rasmus Ejlers Møgelberg'],40,0.68,KSDT,12,4.81,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.19
"[{'room': '4A22', 'day': 'Onsdag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '4A22', 'day': 'Onsdag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",5.33,Programming Language Seminar,Efterår 2012,20,"['Lars Birkedal', 'Peter Sestoft']",25,0.3333333333333333,KSDT,12,5.0,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.33
"[{'room': 'DesignLab', 'day': 'Torsdag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': 'DesignLab', 'day': 'Torsdag', 'time_slot': '19.00-20.50', 'type': 'Forelæsning'}]",5.43,Project Cluster: Introductory Academic Project,Efterår 2012,20,['Anker Helms Jørgensen'],40,0.4375,MSKO,10,3.5,Dansk,750,Master i it Softwarekonstruktion (sko),MSKO,3.43
"[{'room': '3A12/14', 'day': 'Onsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}, {'room': 'Aud 2', 'day': 'Onsdag', 'time_slot': '16.00-17.50', 'type': 'Forelæsning'}, {'room': 'Aud 2', 'day': 'Onsdag', 'time_slot': '18.00-19.50', 'type': 'Øvelser'}]",4.06,Project cluster: Model Driven Development,Efterår 2012,55,"['Andrzej Wasowski', 'Thorsten Berger']",100,0.47761194029850745,KSDT,0,3.48,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.52
"[{'room': '4A22', 'day': 'Mandag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '4A22', 'day': 'Mandag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",3.0,Project Cluster: P6. Government 2.0: EU and national regulation and policies,Efterår 2012,40,"['Rony Medaglia', 'Helle Zinner Henriksen']",45,0.25,KEBUSS,20,5.0,Engelsk,750,cand.it. e-business (ebuss),KEBUSS,3.0
"[{'room': '2A52, 4A58', 'day': 'Torsdag', 'time_slot': '16.00-17.50', 'type': 'Forelæsning'}]",5.2,Project Cluster: Programming Workshop,Efterår 2012,35,['Nicolas Pouillard'],40,0.45454545454545453,KSDT,12,5.12,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.33
[],3.62,Project Cluster: Thesis Preparation - Games,Efterår 2012,20,"['Espen Aarseth', 'Miguel Angel Sicart', 'Emma Kate Witkowski']",70,0.21621621621621623,KGAMES,12,3.43,Engelsk,750,cand.it. spil (games),KGAMES,2.67
[],5.0,Projektklynge: Specialeworkshop (DDK),Efterår 2012,0,"['Anker Helms Jørgensen', 'Susana Pajares Tosca', 'Bjarki Valtysson']",0,0.05555555555555555,KDDK,0,5.0,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,3.0
"[{'room': 'Aud 3', 'day': 'Tirsdag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': 'Aud 3', 'day': 'Tirsdag', 'time_slot': '12.00-13.50', 'type': 'Øvelser'}, {'room': 'Aud 3', 'day': 'Torsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': 'Aud 3', 'day': 'Torsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",3.36,Research Project and Academic Writing,Efterår 2012,80,"['Lone Malmborg', 'Jens Pedersen']",80,0.21875,BDMD,55,2.62,Dansk,1500,Bachelor i digitale medier og design (bdmd),BDMD,3.62
"[{'room': 'Aud 1', 'day': 'Onsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': 'Aud 1', 'day': 'Torsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}]",3.79,Scientific Methods and IT Understanding,Efterår 2012,130,[],130,0.4962962962962963,KDDK,12,3.28,Dansk,500,cand.it. digital design og kommunikation (ddk),KDDK,2.47
"[{'room': '2A52', 'day': 'Onsdag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '2A52', 'day': 'Onsdag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",4.3,SF23 Perspectives on e-business,Efterår 2012,25,"['Ulrik Vilhelm Falktoft', 'Leif Bloch Rasmussen']",60,0.37037037037037035,KEBUSS,15,3.53,Dansk,750,cand.it. e-business (ebuss),KEBUSS,2.26
"[{'room': '4A14', 'day': 'Onsdag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '4A14', 'day': 'Onsdag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",5.18,Situational Methods for Digital Studies,Efterår 2012,20,['Brit Ross Winthereik'],25,0.6111111111111112,KDDK,12,4.4,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,3.64
"[{'room': 'Aud 4', 'day': 'Mandag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': 'Aud 4, 4A16, 4A20', 'day': 'Mandag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': 'Aud 4, 4A16, 4A20', 'day': 'Mandag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",5.48,Society and Technology,Efterår 2012,60,"['Casper Bruun Jensen', 'Laura Watts']",85,0.7142857142857143,BGBI,60,4.82,Engelsk,1500,Bachelor i global virksomhedsinformatik (bgbi),BGBI,3.98
"[{'room': 'Aud 4', 'day': 'Mandag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': 'Aud 4, 4A56, 4A58', 'day': 'Mandag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}]",3.91,Software Architecture,Efterår 2012,25,['Muhammad Ali Babar'],50,0.3235294117647059,MSKO,15,4.82,Engelsk,750,Master i it Softwarekonstruktion (sko),MSKO,4.0
"[{'room': 'Aud 4', 'day': 'Mandag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': 'Aud 4', 'day': 'Mandag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': 'Aud 4', 'day': 'Onsdag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': '4A14, 4A16', 'day': 'Onsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}]",3.11,Software Engineering and Software Qualities,Efterår 2012,20,"['Yvonne Dittrich', 'Irina Shklovski']",70,0.5,KSDT,12,4.63,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.48
"[{'room': 'Aud 3', 'day': 'Fredag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '2A12, 2A14', 'day': 'Fredag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",4.96,System Architecture and Security,Efterår 2012,20,['Agata Przybyszewska'],65,0.5094339622641509,KSDT,12,5.22,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.35
"[{'room': '3A12/14', 'day': 'Fredag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '3A12/14', 'day': 'Fredag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",4.25,T1 Introduction to programming and distributed systems,Efterår 2012,35,['Inge-Lise Salomon'],80,0.19672131147540983,KEBUSS,20,3.83,Dansk,750,cand.it. e-business (ebuss),KEBUSS,4.17
"[{'room': '2A12', 'day': 'Torsdag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '2A12', 'day': 'Torsdag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",4.5,T15 Design of Business IT,Efterår 2012,25,['Mads Bødker'],50,0.35555555555555557,KEBUSS,25,4.27,Engelsk,750,cand.it. e-business (ebuss),KEBUSS,3.27
"[{'room': '2A14', 'day': 'Onsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': '2A14', 'day': 'Onsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",4.5,T16 Smart Phone e-Business Application Development,Efterår 2012,25,"['Ravi K. Vatrapu', 'Abid Hussain']",40,0.4,KEBUSS,25,4.25,Engelsk,750,cand.it. e-business (ebuss),KEBUSS,3.86
"[{'room': '4A16', 'day': 'Tirsdag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '4A54, 4A56', 'day': 'Tirsdag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",5.55,T6 IT-Security,Efterår 2012,25,['Freddie Drewsen'],40,0.4583333333333333,KEBUSS,20,5.09,Dansk,750,cand.it. e-business (ebuss),KEBUSS,4.09
"[{'room': '2A12', 'day': 'Tirsdag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': '2A12', 'day': 'Tirsdag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}]",5.45,Target Group Analysis,Efterår 2012,20,['Paul Metelmann'],26,0.44,MIND,12,5.73,Dansk,750,Master i it Interaktionsdesign (ind),MIND,3.18
"[{'room': 'DesignLab (0A27)', 'day': 'Mandag', 'time_slot': '17.00-18.50', 'type': 'Øvelser'}, {'room': 'DesignLab (0A27)', 'day': 'Mandag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': 'DesignLab (0A27)', 'day': 'Onsdag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': 'DesignLab (0A27)', 'day': 'Onsdag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}]",5.86,Understanding Interaction Design,Efterår 2012,12,['Isabel Froes'],25,0.3181818181818182,MIND,12,5.57,Engelsk,1500,Master i it Interaktionsdesign (ind),MIND,2.43
"[{'room': 'Aud 4', 'day': 'Torsdag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': '4A56', 'day': 'Torsdag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}]",5.1,Usability,Efterår 2012,20,"['John Paulin Hansen', 'Ole Gregersen']",50,0.625,MIND,12,5.1,Dansk,750,Master i it Interaktionsdesign (ind),MIND,3.15
"[{'room': '4A14', 'day': 'Mandag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '4A14, 4A58', 'day': 'Mandag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}, {'room': '2A54', 'day': 'Fredag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '2A54', 'day': 'Fredag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}]",5.25,Usability and Accessibility,Efterår 2012,20,['Rune Nørager'],40,0.32,KDDK,12,5.0,Dansk,1500,cand.it. digital design og kommunikation (ddk),KDDK,3.88
"[{'room': 'DesignLab', 'day': 'Tirsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': 'DesignLab', 'day': 'Tirsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}, {'room': '2A14', 'day': 'Torsdag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '2A14', 'day': 'Torsdag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",5.67,User Experience and Prototyping,Efterår 2012,20,"['Emma Kate Witkowski', 'Isaac Lenhart']",50,0.25,KGAMES,12,5.33,Engelsk,1500,cand.it. spil (games),KGAMES,4.67
[],6.0,Web Design and Web Communication (NB! INTERMEDIATE COURSE - YOU CANNOT SIGN UP !),Efterår 2012,3,['Brian Everitt'],3,0.3333333333333333,KDDK,12,6.0,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.0
"[{'room': '5A12/16', 'day': 'Mandag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': '5A12/16', 'day': 'Mandag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}]",5.62,3D Game Art,Forår 2013,20,['Anette Kreutzberg'],25,0.32,KGAMES,12,5.25,Engelsk,750,cand.it. spil (games),KGAMES,2.25
"[{'room': '3A12', 'day': 'Onsdag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': '3A12', 'day': 'Onsdag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}, {'room': '2A54', 'day': 'Torsdag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': '2A54', 'day': 'Torsdag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}]",4.27,Advanced Graphic Design,Forår 2013,20,['Klaus Bjerager'],50,0.3548387096774194,MIND,12,5.18,Dansk,750,Master i it Interaktionsdesign (ind),MIND,3.91
