Programme;Course;q1 replies;q1  % ;q1 average;q2 replies;q2  % ;q2 average;q3 replies;q3  % ;q3 average;q4 replies;q4  % ;q4 average;q5 replies;q5  % ;q5 average;q6 replies;q6  % ;q6 average;q7 replies;q7  % ;q7 average;q8 replies;q8  % ;q8 average;q9 replies;q9  % ;q9 average;q10 replies;q10  % ;q10 average;q11 replies;q11  % ;q11 average
KEBUSS;B6 IT innovation og virksomhedsopstart;2 of 11;18;5.50;2 of 11;18;4.50;2 of 11;18;6.00;2 of 11;18;5.50;2 of 11;18;3.50;2 of 11;18;5.50;2 of 11;18;3.00;2 of 11;18;4.50;2 of 11;18;5.00;2 of 11;18;5.50;2 of 11;18;4.50
KEBUSS;B8 IT Project management;7 of 21;33;4.57;7 of 21;33;4.29;7 of 21;33;5.29;7 of 21;33;4.00;7 of 21;33;5.00;7 of 21;33;4.43;7 of 21;33;2.86;7 of 21;33;4.29;7 of 21;33;4.57;7 of 21;33;3.14;7 of 21;33;2.43
KEBUSS;E-learning;5 of 13;38;3.80;5 of 13;38;3.40;5 of 13;38;4.80;5 of 13;38;3.80;5 of 13;38;4.00;5 of 13;38;5.20;5 of 13;38;2.60;5 of 13;38;3.20;5 of 13;38;5.20;5 of 13;38;4.00;5 of 13;38;2.40
KEBUSS;International Internet law;7 of 19;36;5.57;7 of 19;36;5.00;7 of 19;36;4.29;7 of 19;36;4.86;7 of 19;36;4.43;7 of 19;36;5.71;7 of 19;36;1.86;7 of 19;36;5.00;7 of 19;36;4.14;7 of 19;36;4.43;7 of 19;36;4.29
KEBUSS;Logistics and Supply Chain Management;8 of 20;40;5.62;8 of 20;40;5.62;8 of 20;40;5.38;8 of 20;40;5.50;8 of 20;40;3.25;8 of 20;40;5.12;8 of 20;40;2.75;8 of 20;40;5.38;8 of 20;40;5.00;8 of 20;40;3.38;8 of 20;40;3.38
KEBUSS;National internet law;10 of 25;40;5.30;10 of 25;40;5.40;10 of 25;40;4.80;10 of 25;40;5.30;10 of 25;40;3.30;10 of 25;40;4.20;10 of 25;40;2.70;10 of 25;40;5.00;10 of 25;40;4.80;10 of 25;40;3.30;10 of 25;40;2.60
KEBUSS; IT-Security;9 of 28;32;5.22;9 of 28;32;5.44;9 of 28;32;4.00;9 of 28;32;4.44;9 of 28;32;3.11;9 of 28;32;4.89;9 of 28;32;2.78;9 of 28;32;5.00;9 of 28;32;4.78;9 of 28;32;3.78;9 of 28;32;2.67
KEBUSS; Knowledge Management;15 of 32;46;5.53;15 of 32;46;5.27;15 of 32;46;5.60;15 of 32;46;5.00;15 of 32;46;3.20;15 of 32;46;5.00;15 of 32;46;2.67;15 of 32;46;5.47;15 of 32;46;5.47;15 of 32;46;4.20;15 of 32;46;3.53
KINT;01259 Error Correcting Codes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KINT;02240 Computability and Semantics;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KINT;02541 Geographic Informations Systems;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KINT;031006/235 Projektseminar: Softwareteknologi for distribuerede og mobile applikationer;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KINT;031007/202 Beregnelighed og kompleksitet fra et programmeringssynspunkt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KINT;031008/224 Formel semantik for programmerigssprog;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KINT;031009/213 Videregående Oversætterteknik;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KINT;031015/415 Geometriske Algoritmer, Datastrukturer og Paradigmer;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KINT;031017/437 Avancerede heuristikker;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KINT;34743 Tele Information: Strategy - Creativity;1 of 1;100;6.00;1 of 1;100;6.00;1 of 1;100;6.00;1 of 1;100;5.00;1 of 1;100;4.00;1 of 1;100;4.00;1 of 1;100;2.00;1 of 1;100;6.00;1 of 1;100;6.00;1 of 1;100;1.00;1 of 1;100;1.00
KINT;34841 Information and Communication Technology - Markets and Buisness Models;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KINT;Advanced Database Technology;4 of 16;25;5.25;4 of 16;25;5.25;4 of 16;25;4.75;4 of 16;25;3.75;4 of 16;25;1.75;4 of 16;25;4.50;4 of 16;25;3.00;4 of 16;25;4.25;4 of 16;25;5.00;4 of 16;25;3.25;4 of 16;25;2.25
KINT;Data Security;5 of 27;18;5.40;5 of 27;18;4.80;5 of 27;18;4.80;5 of 27;18;4.80;5 of 27;18;5.00;5 of 27;18;4.60;5 of 27;18;3.40;5 of 27;18;4.60;5 of 27;18;4.60;5 of 27;18;3.80;5 of 27;18;3.60
KINT;Distributed Systems;21 of 72;29;4.48;21 of 72;29;4.19;21 of 72;29;4.71;21 of 72;29;4.62;21 of 72;29;3.29;21 of 72;29;4.33;21 of 72;29;2.86;21 of 72;29;3.76;21 of 72;29;4.71;21 of 72;29;3.62;21 of 72;29;3.10
KINT;IT Mathematics;2 of 14;14;3.50;2 of 14;14;3.50;2 of 14;14;4.00;2 of 14;14;4.00;2 of 14;14;5.00;2 of 14;14;5.50;2 of 14;14;2.00;2 of 14;14;4.50;2 of 14;14;3.50;2 of 14;14;6.00;2 of 14;14;6.00
KINT;Introduction to Programming - Concepts and Tools;16 of 69;23;5.50;16 of 69;23;5.38;16 of 69;23;5.44;16 of 69;23;5.19;16 of 69;23;4.94;16 of 69;23;4.56;16 of 69;23;3.75;16 of 69;23;5.19;16 of 69;23;5.12;16 of 69;23;4.62;16 of 69;23;5.06
KINT;Java on Mobile Devices (13:00-19:00);13 of 41;31;5.38;13 of 41;31;5.08;13 of 41;31;4.69;13 of 41;31;5.62;13 of 41;31;2.38;13 of 41;31;2.69;13 of 41;31;5.00;13 of 41;31;4.15;13 of 41;31;5.62;13 of 41;31;2.54;13 of 41;31;2.08
KINT;Models and Languages for Distributed and Mobile Systems;1 of 10;10;4.00;1 of 10;10;5.00;1 of 10;10;4.00;1 of 10;10;1.00;1 of 10;10;4.00;1 of 10;10;6.00;1 of 10;10;2.00;1 of 10;10;2.00;1 of 10;10;5.00;1 of 10;10;3.00;1 of 10;10;2.00
KINT;Networks and Protocols;22 of 75;29;5.09;22 of 75;29;5.27;22 of 75;29;4.36;22 of 75;29;3.95;22 of 75;29;4.50;22 of 75;29;4.64;22 of 75;29;3.00;22 of 75;29;4.73;22 of 75;29;4.55;22 of 75;29;3.45;22 of 75;29;3.09
KINT;Web Programming (12:30-18:30);14 of 39;35;5.14;14 of 39;35;5.00;14 of 39;35;5.14;14 of 39;35;5.71;14 of 39;35;3.86;14 of 39;35;4.29;14 of 39;35;3.21;14 of 39;35;4.36;14 of 39;35;4.71;14 of 39;35;4.57;14 of 39;35;4.07
KMMT;02503 Advanced Image Analysis;1 of 5;20;6.00;1 of 5;20;6.00;1 of 5;20;6.00;1 of 5;20;6.00;1 of 5;20;6.00;1 of 5;20;6.00;1 of 5;20;6.00;1 of 5;20;6.00;1 of 5;20;6.00;1 of 5;20;6.00;1 of 5;20;6.00
KMMT;02563 Vitual Reality Systems;1 of 5;20;5.00;1 of 5;20;5.00;1 of 5;20;2.00;1 of 5;20;5.00;1 of 5;20;2.00;1 of 5;20;3.00;1 of 5;20;2.00;1 of 5;20;1.00;1 of 5;20;6.00;1 of 5;20;1.00;1 of 5;20;1.00
KMMT;34641 Interaction Design - Multimedia Systems;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KMMT;34642 Multimedia Programming;1 of 4;25;3.00;1 of 4;25;4.00;1 of 4;25;4.00;1 of 4;25;5.00;1 of 4;25;4.00;1 of 4;25;4.00;1 of 4;25;4.00;1 of 4;25;4.00;1 of 4;25;3.00;1 of 4;25;4.00;1 of 4;25;5.00
KMMT;34643 Multimedia and Communication Services;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KMMT;Computer Graphics;3 of 12;25;5.67;3 of 12;25;5.33;3 of 12;25;2.67;3 of 12;25;5.67;3 of 12;25;1.67;3 of 12;25;5.67;3 of 12;25;1.33;3 of 12;25;5.33;3 of 12;25;4.00;3 of 12;25;4.00;3 of 12;25;2.67
KMMT;Image Analysis;1 of 17;5;6.00;1 of 17;5;6.00;1 of 17;5;5.00;1 of 17;5;5.00;1 of 17;5;3.00;1 of 17;5;4.00;1 of 17;5;4.00;1 of 17;5;4.00;1 of 17;5;5.00;1 of 17;5;4.00;1 of 17;5;3.00
KMMT;Interactive 3D Advanced;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KMMT;Introduction to Multimedia Systems;9 of 39;23;4.78;9 of 39;23;4.44;9 of 39;23;5.22;9 of 39;23;4.78;9 of 39;23;4.89;9 of 39;23;4.78;9 of 39;23;4.56;9 of 39;23;4.33;9 of 39;23;5.22;9 of 39;23;4.22;9 of 39;23;4.56
KMMT;Signal Processing;9 of 41;21;5.56;9 of 41;21;5.56;9 of 41;21;5.44;9 of 41;21;5.00;9 of 41;21;5.22;9 of 41;21;5.11;9 of 41;21;3.67;9 of 41;21;5.00;9 of 41;21;5.33;9 of 41;21;5.22;9 of 41;21;4.78
KSWU;Advanced Algorithmic;3 of 17;17;4.67;3 of 17;17;3.00;3 of 17;17;3.67;3 of 17;17;2.00;3 of 17;17;2.33;3 of 17;17;5.33;3 of 17;17;2.00;3 of 17;17;5.00;3 of 17;17;4.33;3 of 17;17;5.00;3 of 17;17;3.67
KSWU;Advanced IT Project Management and Software Engineering;8 of 21;38;3.88;8 of 21;38;3.50;8 of 21;38;5.00;8 of 21;38;4.12;8 of 21;38;3.25;8 of 21;38;3.88;8 of 21;38;3.25;8 of 21;38;3.88;8 of 21;38;5.38;8 of 21;38;3.12;8 of 21;38;2.62
KSWU;Advanced Object Oriented Programming;17 of 42;40;3.24;17 of 42;40;3.18;17 of 42;40;4.35;17 of 42;40;4.18;17 of 42;40;3.00;17 of 42;40;3.35;17 of 42;40;3.29;17 of 42;40;3.53;17 of 42;40;5.00;17 of 42;40;3.29;17 of 42;40;3.59
KSWU;Database Systems;27 of 63;42;4.56;27 of 63;42;4.48;27 of 63;42;5.04;27 of 63;42;4.63;27 of 63;42;3.67;27 of 63;42;3.59;27 of 63;42;3.37;27 of 63;42;3.26;27 of 63;42;4.89;27 of 63;42;3.52;27 of 63;42;2.89
KSWU;Design of User Interfaces and Data;11 of 33;33;5.36;11 of 33;33;5.55;11 of 33;33;5.36;11 of 33;33;5.55;11 of 33;33;2.45;11 of 33;33;4.64;11 of 33;33;2.18;11 of 33;33;4.09;11 of 33;33;5.36;11 of 33;33;2.82;11 of 33;33;2.27
KSWU;Global and Mobile Applications;10 of 46;21;4.60;10 of 46;21;4.20;10 of 46;21;4.00;10 of 46;21;4.00;10 of 46;21;3.90;10 of 46;21;3.40;10 of 46;21;4.00;10 of 46;21;4.40;10 of 46;21;5.20;10 of 46;21;3.10;10 of 46;21;2.70
KSWU;IT Platforms and Organisation (13:00-19:00);6 of 15;40;4.00;6 of 15;40;4.00;6 of 15;40;5.00;6 of 15;40;4.33;6 of 15;40;3.33;6 of 15;40;2.83;6 of 15;40;3.67;6 of 15;40;3.17;6 of 15;40;5.17;6 of 15;40;2.67;6 of 15;40;2.00
KSWU;IT Project Management;7 of 27;25;5.29;7 of 27;25;5.29;7 of 27;25;5.71;7 of 27;25;5.57;7 of 27;25;3.29;7 of 27;25;3.57;7 of 27;25;3.86;7 of 27;25;4.71;7 of 27;25;5.00;7 of 27;25;3.43;7 of 27;25;3.43
KSWU;IT Stategy;10 of 27;37;4.90;10 of 27;37;4.40;10 of 27;37;5.70;10 of 27;37;4.50;10 of 27;37;4.00;10 of 27;37;4.00;10 of 27;37;3.60;10 of 27;37;4.60;10 of 27;37;5.30;10 of 27;37;4.10;10 of 27;37;3.80
KSWU;Introduction to Algorithms and Data Structures;20 of 78;25;4.35;20 of 78;25;4.55;20 of 78;25;4.35;20 of 78;25;3.20;20 of 78;25;3.85;20 of 78;25;5.50;20 of 78;25;1.80;20 of 78;25;3.90;20 of 78;25;4.30;20 of 78;25;4.80;20 of 78;25;4.25
KSWU;Introductory Programming;16 of 62;25;5.00;16 of 62;25;5.50;16 of 62;25;5.19;16 of 62;25;5.62;16 of 62;25;2.56;16 of 62;25;5.19;16 of 62;25;1.69;16 of 62;25;4.12;16 of 62;25;3.88;16 of 62;25;5.38;16 of 62;25;4.94
KSWU;Object Oriented Programming;18 of 57;31;5.61;18 of 57;31;5.39;18 of 57;31;5.00;18 of 57;31;5.06;18 of 57;31;3.67;18 of 57;31;4.56;18 of 57;31;2.67;18 of 57;31;3.28;18 of 57;31;5.28;18 of 57;31;3.56;18 of 57;31;2.89
KSWU;Participatory Design (before: Design and Designers) (12:30-18:30);10 of 16;62;5.20;10 of 16;62;5.20;10 of 16;62;4.90;10 of 16;62;5.40;10 of 16;62;2.40;10 of 16;62;4.30;10 of 16;62;3.80;10 of 16;62;5.00;10 of 16;62;5.70;10 of 16;62;3.90;10 of 16;62;3.30
KSWU;Programming Languages, Interpreters and Compilers;10 of 28;35;5.30;10 of 28;35;5.50;10 of 28;35;4.60;10 of 28;35;4.80;10 of 28;35;2.50;10 of 28;35;4.90;10 of 28;35;3.20;10 of 28;35;4.00;10 of 28;35;5.10;10 of 28;35;4.50;10 of 28;35;3.70
KSWU;Software Engineering;13 of 25;52;4.69;13 of 25;52;4.54;13 of 25;52;5.46;13 of 25;52;5.31;13 of 25;52;3.38;13 of 25;52;3.77;13 of 25;52;4.00;13 of 25;52;3.15;13 of 25;52;5.38;13 of 25;52;4.62;13 of 25;52;3.38
KTIT;Advanced topics in databases;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KTIT;Algorithm Design with Internet Applications;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KTIT;Databases;2 of 8;25;5.50;2 of 8;25;6.00;2 of 8;25;5.00;2 of 8;25;5.50;2 of 8;25;1.50;2 of 8;25;5.00;2 of 8;25;1.00;2 of 8;25;5.00;2 of 8;25;5.50;2 of 8;25;3.50;2 of 8;25;2.00
KTIT;Design in an Organizational Context;7 of 18;38;5.00;7 of 18;38;5.29;7 of 18;38;4.86;7 of 18;38;5.71;7 of 18;38;2.71;7 of 18;38;4.29;7 of 18;38;3.14;7 of 18;38;4.14;7 of 18;38;5.43;7 of 18;38;4.29;7 of 18;38;4.29
KTIT;Interactive Media and HCI;4 of 7;57;4.25;4 of 7;57;4.50;4 of 7;57;3.75;4 of 7;57;5.25;4 of 7;57;3.00;4 of 7;57;3.75;4 of 7;57;3.00;4 of 7;57;5.25;4 of 7;57;4.00;4 of 7;57;3.50;4 of 7;57;2.75
KTIT;Interactive Systems and Project Management;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KTIT;Introduction to cryptography and secure communication;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KTIT;Language Engineering;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KTIT;Object Oriented Programming;2 of 8;25;4.00;2 of 8;25;4.50;2 of 8;25;5.00;2 of 8;25;3.00;2 of 8;25;5.50;2 of 8;25;4.50;2 of 8;25;2.00;2 of 8;25;3.50;2 of 8;25;3.00;2 of 8;25;2.50;2 of 8;25;4.00
KTIT;Paradigms of Programming;2 of 4;50;5.00;2 of 4;50;4.50;2 of 4;50;3.50;2 of 4;50;5.50;2 of 4;50;2.50;2 of 4;50;2.00;2 of 4;50;5.00;2 of 4;50;5.00;2 of 4;50;5.50;2 of 4;50;3.50;2 of 4;50;2.50
KTIT;Tools and Concepts in Programming;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
UL;Advanced Multimedia Production for the Internet (net-based education);7 of 30;23;5.57;7 of 30;23;5.29;7 of 30;23;4.00;7 of 30;23;5.57;7 of 30;23;4.00;7 of 30;23;3.86;7 of 30;23;3.29;7 of 30;23;5.00;7 of 30;23;5.00;7 of 30;23;4.71;7 of 30;23;3.71
UL;Advanced Object Oriented Programmering (13:00-19:00);3 of 16;18;3.67;3 of 16;18;4.00;3 of 16;18;5.00;3 of 16;18;3.67;3 of 16;18;3.67;3 of 16;18;3.00;3 of 16;18;4.00;3 of 16;18;3.33;3 of 16;18;5.67;3 of 16;18;3.33;3 of 16;18;2.33
UL;Avanced Digital Text Modelling (XML) (16:00-21:30);7 of 27;25;4.43;7 of 27;25;5.00;7 of 27;25;5.14;7 of 27;25;4.29;7 of 27;25;4.43;7 of 27;25;4.86;7 of 27;25;2.86;7 of 27;25;4.43;7 of 27;25;5.86;7 of 27;25;2.86;7 of 27;25;2.14
UL;Basic Graphic Design (net-based education);5 of 26;19;5.40;5 of 26;19;5.60;5 of 26;19;5.60;5 of 26;19;5.80;5 of 26;19;1.40;5 of 26;19;1.20;5 of 26;19;4.60;5 of 26;19;3.20;5 of 26;19;5.60;5 of 26;19;3.60;5 of 26;19;3.20
UL;Basic Web Design (16:00-21:30);6 of 30;20;5.50;6 of 30;20;5.33;6 of 30;20;5.00;6 of 30;20;5.67;6 of 30;20;2.33;6 of 30;20;4.17;6 of 30;20;3.83;6 of 30;20;4.33;6 of 30;20;5.00;6 of 30;20;4.33;6 of 30;20;3.50
UL;IS and IT Strategy (net-based education);12 of 30;40;5.00;12 of 30;40;5.42;12 of 30;40;5.00;12 of 30;40;5.17;12 of 30;40;3.17;12 of 30;40;4.42;12 of 30;40;2.83;12 of 30;40;4.42;12 of 30;40;4.92;12 of 30;40;3.25;12 of 30;40;3.83
UL;IT-Project Management (16:00-21:30);11 of 27;40;5.64;11 of 27;40;5.64;11 of 27;40;5.55;11 of 27;40;5.64;11 of 27;40;2.64;11 of 27;40;4.73;11 of 27;40;3.27;11 of 27;40;5.55;11 of 27;40;5.36;11 of 27;40;3.09;11 of 27;40;2.82
UL;IT: Platforms and Organisation (16:00-21:30);3 of 4;75;5.33;3 of 4;75;5.00;3 of 4;75;5.67;3 of 4;75;4.00;3 of 4;75;3.67;3 of 4;75;4.33;3 of 4;75;2.67;3 of 4;75;4.67;3 of 4;75;4.00;3 of 4;75;2.33;3 of 4;75;3.00
UL;Introductory Programming (net-based education);7 of 29;24;4.71;7 of 29;24;5.00;7 of 29;24;4.86;7 of 29;24;4.43;7 of 29;24;4.71;7 of 29;24;4.43;7 of 29;24;3.43;7 of 29;24;3.57;7 of 29;24;4.29;7 of 29;24;3.57;7 of 29;24;3.14
UL;Java on Mobile Devices (16:00-21:30);8 of 20;40;5.38;8 of 20;40;5.12;8 of 20;40;5.12;8 of 20;40;5.50;8 of 20;40;3.38;8 of 20;40;3.25;8 of 20;40;4.12;8 of 20;40;4.88;8 of 20;40;5.50;8 of 20;40;3.00;8 of 20;40;2.75
UL;Networks and Protocols (13:00-19:00);1 of 7;14;5.00;1 of 7;14;5.00;1 of 7;14;5.00;1 of 7;14;4.00;1 of 7;14;5.00;1 of 7;14;4.00;1 of 7;14;2.00;1 of 7;14;4.00;1 of 7;14;6.00;1 of 7;14;2.00;1 of 7;14;2.00
UL;Object Oriented Programming (16:00-21:30);5 of 25;20;5.80;5 of 25;20;5.40;5 of 25;20;4.60;5 of 25;20;4.60;5 of 25;20;4.00;5 of 25;20;3.80;5 of 25;20;3.60;5 of 25;20;3.60;5 of 25;20;5.80;5 of 25;20;3.20;5 of 25;20;3.20
