Programme;Course;q1 replies;q1  % ;q1 average;q2 replies;q2  % ;q2 average;q3 replies;q3  % ;q3 average;q4 replies;q4  % ;q4 average;q5 replies;q5  % ;q5 average;q6 replies;q6  % ;q6 average;q7 replies;q7  % ;q7 average;q8 replies;q8  % ;q8 average;q9 replies;q9  % ;q9 average;q10 replies;q10  % ;q10 average;q11 replies;q11  % ;q11 average
KDKM;Interaktionsdesign;24 of 45;53;3.92;24 of 45;53;3.58;24 of 45;53;4.12;24 of 45;53;4.46;24 of 45;53;4.50;24 of 45;53;3.33;24 of 45;53;4.04;24 of 45;53;2.67;24 of 45;53;4.50;24 of 45;53;3.00;24 of 45;53;2.67
KDKM;Introduktion til IT som medie;12 of 31;38;4.08;12 of 31;38;4.25;12 of 31;38;3.08;12 of 31;38;2.17;12 of 31;38;4.83;12 of 31;38;5.33;12 of 31;38;1.83;12 of 31;38;5.25;12 of 31;38;3.83;12 of 31;38;3.83;12 of 31;38;3.58
KDKM;Konceptudvikling til digitalt TV og bredb&aring;nd;12 of 20;60;5.50;12 of 20;60;5.17;12 of 20;60;5.08;12 of 20;60;4.67;12 of 20;60;3.83;12 of 20;60;4.58;12 of 20;60;3.17;12 of 20;60;5.25;12 of 20;60;5.50;12 of 20;60;3.17;12 of 20;60;2.33
KDKM;M&aring;lgruppeanalyse;16 of 34;47;5.31;16 of 34;47;5.38;16 of 34;47;5.56;16 of 34;47;5.12;16 of 34;47;3.12;16 of 34;47;4.00;16 of 34;47;3.88;16 of 34;47;5.06;16 of 34;47;5.12;16 of 34;47;3.44;16 of 34;47;2.44
KDKM;Projektledelse og produktion af digitalt indhold;13 of 20;65;4.31;13 of 20;65;4.15;13 of 20;65;5.08;13 of 20;65;4.62;13 of 20;65;3.77;13 of 20;65;3.62;13 of 20;65;4.00;13 of 20;65;4.00;13 of 20;65;5.23;13 of 20;65;3.15;13 of 20;65;2.77
KDKM;Teknologifilosofi og den nye &oslash;konomi;4 of 11;36;5.75;4 of 11;36;4.75;4 of 11;36;5.00;4 of 11;36;4.25;4 of 11;36;2.50;4 of 11;36;4.25;4 of 11;36;2.75;4 of 11;36;5.25;4 of 11;36;4.25;4 of 11;36;3.50;4 of 11;36;2.25
KDKM;Virtuelle verdener;7 of 11;63;5.71;7 of 11;63;6.00;7 of 11;63;5.29;7 of 11;63;4.14;7 of 11;63;2.86;7 of 11;63;4.71;7 of 11;63;2.29;7 of 11;63;5.71;7 of 11;63;5.29;7 of 11;63;4.14;7 of 11;63;2.86
KEBUSS;Centrale Databaser;10 of 25;40;4.20;10 of 25;40;4.40;10 of 25;40;3.90;10 of 25;40;4.00;10 of 25;40;4.80;10 of 25;40;4.80;10 of 25;40;2.80;10 of 25;40;3.20;10 of 25;40;4.20;10 of 25;40;3.40;10 of 25;40;3.30
KEBUSS;E-ventures;2 of 22;9;2.50;2 of 22;9;1.50;2 of 22;9;3.00;2 of 22;9;5.00;2 of 22;9;3.50;2 of 22;9;1.00;2 of 22;9;5.00;2 of 22;9;4.50;2 of 22;9;4.50;2 of 22;9;4.50;2 of 22;9;2.00
KEBUSS;Global ventures;8 of 22;36;4.50;8 of 22;36;3.88;8 of 22;36;5.38;8 of 22;36;5.12;8 of 22;36;3.75;8 of 22;36;4.12;8 of 22;36;3.50;8 of 22;36;4.12;8 of 22;36;5.12;8 of 22;36;3.75;8 of 22;36;3.88
KEBUSS;Handel med viden;13 of 29;44;4.23;13 of 29;44;4.23;13 of 29;44;4.62;13 of 29;44;2.31;13 of 29;44;5.00;13 of 29;44;4.69;13 of 29;44;3.15;13 of 29;44;4.92;13 of 29;44;4.23;13 of 29;44;3.77;13 of 29;44;3.23
KEBUSS;IT-sikkerhed;9 of 26;34;5.67;9 of 26;34;5.22;9 of 26;34;5.33;9 of 26;34;5.00;9 of 26;34;4.33;9 of 26;34;5.00;9 of 26;34;2.78;9 of 26;34;5.56;9 of 26;34;4.00;9 of 26;34;3.89;9 of 26;34;4.00
KEBUSS;Internet Jura;29 of 47;61;5.62;29 of 47;61;5.07;29 of 47;61;5.14;29 of 47;61;5.31;29 of 47;61;3.17;29 of 47;61;4.55;29 of 47;61;2.90;29 of 47;61;4.38;29 of 47;61;4.17;29 of 47;61;2.79;29 of 47;61;2.76
KEBUSS;Logistik;8 of 24;33;4.88;8 of 24;33;4.25;8 of 24;33;5.38;8 of 24;33;5.25;8 of 24;33;3.12;8 of 24;33;4.00;8 of 24;33;4.12;8 of 24;33;4.12;8 of 24;33;4.62;8 of 24;33;3.38;8 of 24;33;2.75
KEBUSS;Marketing og e-handel;25 of 75;33;4.32;25 of 75;33;3.88;25 of 75;33;4.68;25 of 75;33;3.84;25 of 75;33;4.52;25 of 75;33;3.48;25 of 75;33;3.72;25 of 75;33;4.04;25 of 75;33;4.96;25 of 75;33;2.84;25 of 75;33;2.32
KEBUSS;Projekt i 3. semester;4 of 15;26;4.25;4 of 15;26;3.50;4 of 15;26;5.00;4 of 15;26;4.50;4 of 15;26;3.75;4 of 15;26;2.50;4 of 15;26;3.00;4 of 15;26;3.00;4 of 15;26;3.50;4 of 15;26;4.50;4 of 15;26;5.00
KEBUSS;Projektledelse, EBUSS;12 of 31;38;4.83;12 of 31;38;4.17;12 of 31;38;5.58;12 of 31;38;5.08;12 of 31;38;3.58;12 of 31;38;3.67;12 of 31;38;3.58;12 of 31;38;3.83;12 of 31;38;5.17;12 of 31;38;3.08;12 of 31;38;2.17
KEBUSS;Regulering af telekommunikation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KEBUSS;Standarder og Softinfrastructure;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KEBUSS;Taktiske og Strategiske V&aelig;rkt&oslash;jer til E-handel;25 of 58;43;3.68;25 of 58;43;3.76;25 of 58;43;5.08;25 of 58;43;3.88;25 of 58;43;4.40;25 of 58;43;3.20;25 of 58;43;4.36;25 of 58;43;4.20;25 of 58;43;4.72;25 of 58;43;2.92;25 of 58;43;2.56
KEBUSS;Virtual Contracts, Digital Signtures, and Regulation;5 of 15;33;4.80;5 of 15;33;5.00;5 of 15;33;5.00;5 of 15;33;4.60;5 of 15;33;3.80;5 of 15;33;3.60;5 of 15;33;3.20;5 of 15;33;3.60;5 of 15;33;4.60;5 of 15;33;3.40;5 of 15;33;3.20
KINT;Datasikkerhed;9 of 16;56;4.22;9 of 16;56;4.44;9 of 16;56;5.11;9 of 16;56;4.44;9 of 16;56;3.44;9 of 16;56;4.00;9 of 16;56;4.00;9 of 16;56;4.11;9 of 16;56;5.56;9 of 16;56;3.89;9 of 16;56;3.00
KINT;Effektive algoritmer og programmer;4 of 7;57;5.50;4 of 7;57;5.25;4 of 7;57;5.00;4 of 7;57;4.25;4 of 7;57;1.50;4 of 7;57;5.50;4 of 7;57;2.25;4 of 7;57;3.75;4 of 7;57;5.75;4 of 7;57;4.50;4 of 7;57;2.00
KINT;Internetprogrammering;22 of 58;37;4.86;22 of 58;37;5.00;22 of 58;37;5.32;22 of 58;37;5.41;22 of 58;37;2.86;22 of 58;37;3.86;22 of 58;37;3.36;22 of 58;37;4.14;22 of 58;37;5.18;22 of 58;37;3.32;22 of 58;37;2.91
KINT;Netv&aelig;rk og protokoller;16 of 36;44;4.62;16 of 36;44;4.56;16 of 36;44;5.19;16 of 36;44;3.00;16 of 36;44;5.12;16 of 36;44;4.88;16 of 36;44;2.19;16 of 36;44;3.75;16 of 36;44;3.69;16 of 36;44;3.81;16 of 36;44;3.62
KINT;Parallelle systemer;8 of 12;66;4.50;8 of 12;66;4.25;8 of 12;66;4.75;8 of 12;66;4.25;8 of 12;66;3.62;8 of 12;66;4.25;8 of 12;66;2.88;8 of 12;66;3.12;8 of 12;66;5.38;8 of 12;66;3.50;8 of 12;66;3.12
KINT;Selected Topics in Data Networks;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KINT;Small Scale Embedded Software;6 of 8;75;5.17;6 of 8;75;4.83;6 of 8;75;4.50;6 of 8;75;4.67;6 of 8;75;5.17;6 of 8;75;4.83;6 of 8;75;4.67;6 of 8;75;4.83;6 of 8;75;4.67;6 of 8;75;4.83;6 of 8;75;4.83
KMMT;Autonomous robots, biobots and animates;1 of 5;20;6.00;1 of 5;20;4.00;1 of 5;20;3.00;1 of 5;20;5.00;1 of 5;20;4.00;1 of 5;20;3.00;1 of 5;20;1.00;1 of 5;20;4.00;1 of 5;20;3.00;1 of 5;20;4.00;1 of 5;20;3.00
KMMT;Billedanalyse;4 of 8;50;5.50;4 of 8;50;5.75;4 of 8;50;4.75;4 of 8;50;4.75;4 of 8;50;4.25;4 of 8;50;5.75;4 of 8;50;2.75;4 of 8;50;5.00;4 of 8;50;4.50;4 of 8;50;4.25;4 of 8;50;3.50
KMMT;Computergrafik;2 of 3;66;6.00;2 of 3;66;6.00;2 of 3;66;5.50;2 of 3;66;3.50;2 of 3;66;4.50;2 of 3;66;6.00;2 of 3;66;2.00;2 of 3;66;4.50;2 of 3;66;3.50;2 of 3;66;5.50;2 of 3;66;5.00
KMMT;Information Theory and its Applications;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KMMT;Introduktion til multimediesystemer;6 of 10;60;4.17;6 of 10;60;3.83;6 of 10;60;4.17;6 of 10;60;4.67;6 of 10;60;3.67;6 of 10;60;2.67;6 of 10;60;4.00;6 of 10;60;4.00;6 of 10;60;4.83;6 of 10;60;3.17;6 of 10;60;2.83
KMMT;Introduktion til signalbehandling;5 of 9;55;5.00;5 of 9;55;5.60;5 of 9;55;3.00;5 of 9;55;4.20;5 of 9;55;3.40;5 of 9;55;5.00;5 of 9;55;2.20;5 of 9;55;3.00;5 of 9;55;4.60;5 of 9;55;2.60;5 of 9;55;1.80
KMMT;Musisk signalbehandling;3 of 8;37;3.00;3 of 8;37;2.67;3 of 8;37;4.00;3 of 8;37;4.00;3 of 8;37;3.67;3 of 8;37;5.00;3 of 8;37;2.67;3 of 8;37;3.33;3 of 8;37;4.67;3 of 8;37;3.67;3 of 8;37;3.33
KMMT;Speech and IT Systems;2 of 8;25;6.00;2 of 8;25;6.00;2 of 8;25;5.00;2 of 8;25;6.00;2 of 8;25;3.00;2 of 8;25;5.00;2 of 8;25;4.00;2 of 8;25;5.50;2 of 8;25;5.50;2 of 8;25;3.50;2 of 8;25;2.50
KMMT;Virtual Reality;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KSWU;Advanced Data Structures;8 of 17;47;5.25;8 of 17;47;5.62;8 of 17;47;5.12;8 of 17;47;2.88;8 of 17;47;2.00;8 of 17;47;5.38;8 of 17;47;1.75;8 of 17;47;5.38;8 of 17;47;4.38;8 of 17;47;3.00;8 of 17;47;1.88
KSWU;Computational Biology;1 of 1;100;6.00;1 of 1;100;6.00;1 of 1;100;4.00;1 of 1;100;2.00;1 of 1;100;2.00;1 of 1;100;6.00;1 of 1;100;1.00;1 of 1;100;6.00;1 of 1;100;4.00;1 of 1;100;3.00;1 of 1;100;1.00
KSWU;Computer Supported Cooperative Work;6 of 8;75;5.17;6 of 8;75;5.83;6 of 8;75;5.17;6 of 8;75;4.00;6 of 8;75;3.67;6 of 8;75;5.17;6 of 8;75;2.83;6 of 8;75;5.17;6 of 8;75;5.00;6 of 8;75;3.83;6 of 8;75;3.50
KSWU;Databasesystemer;37 of 76;48;4.59;37 of 76;48;4.76;37 of 76;48;5.14;37 of 76;48;3.24;37 of 76;48;4.92;37 of 76;48;5.35;37 of 76;48;2.32;37 of 76;48;3.70;37 of 76;48;4.89;37 of 76;48;3.62;37 of 76;48;2.97
KSWU;Design af brugergr&aelig;nseflader og data;28 of 48;58;5.18;28 of 48;58;4.96;28 of 48;58;5.29;28 of 48;58;5.54;28 of 48;58;2.54;28 of 48;58;3.54;28 of 48;58;3.36;28 of 48;58;3.93;28 of 48;58;5.29;28 of 48;58;3.14;28 of 48;58;2.93
KSWU;Design og designere;17 of 25;68;5.76;17 of 25;68;5.41;17 of 25;68;5.35;17 of 25;68;5.88;17 of 25;68;1.53;17 of 25;68;4.53;17 of 25;68;2.76;17 of 25;68;4.00;17 of 25;68;5.59;17 of 25;68;4.24;17 of 25;68;3.53
KSWU;Funktionelt design og programmering;4 of 5;80;4.25;4 of 5;80;5.50;4 of 5;80;3.75;4 of 5;80;3.50;4 of 5;80;3.75;4 of 5;80;6.00;4 of 5;80;1.50;4 of 5;80;3.75;4 of 5;80;4.00;4 of 5;80;3.50;4 of 5;80;3.75
KSWU;Grundl&aelig;ggende programmering;74 of 129;57;5.38;74 of 129;57;5.76;74 of 129;57;5.09;74 of 129;57;4.89;74 of 129;57;3.41;74 of 129;57;4.57;74 of 129;57;2.51;74 of 129;57;3.78;74 of 129;57;3.99;74 of 129;57;4.04;74 of 129;57;3.18
KSWU;IT-projektledelse;13 of 21;61;4.38;13 of 21;61;4.54;13 of 21;61;5.23;13 of 21;61;4.62;13 of 21;61;3.31;13 of 21;61;4.00;13 of 21;61;3.38;13 of 21;61;4.62;13 of 21;61;5.38;13 of 21;61;4.77;13 of 21;61;4.38
KSWU;Innovation og iv&aelig;rks&aelig;ttere;6 of 12;50;5.17;6 of 12;50;4.33;6 of 12;50;5.50;6 of 12;50;5.83;6 of 12;50;2.67;6 of 12;50;3.17;6 of 12;50;4.00;6 of 12;50;3.67;6 of 12;50;5.50;6 of 12;50;4.17;6 of 12;50;3.00
KSWU;Introduktion til algoritmik og datastrukturer;14 of 14;100;5.14;14 of 14;100;5.50;14 of 14;100;5.14;14 of 14;100;3.93;14 of 14;100;3.71;14 of 14;100;5.14;14 of 14;100;2.36;14 of 14;100;3.93;14 of 14;100;4.43;14 of 14;100;3.64;14 of 14;100;3.36
KSWU;Introduktion til informationsteknologi;9 of 17;52;4.89;9 of 17;52;4.33;9 of 17;52;5.33;9 of 17;52;4.67;9 of 17;52;3.56;9 of 17;52;5.44;9 of 17;52;1.78;9 of 17;52;4.00;9 of 17;52;4.44;9 of 17;52;3.33;9 of 17;52;3.00
KSWU;Kategoriteori;1 of 14;7;4.00;1 of 14;7;3.00;1 of 14;7;4.00;1 of 14;7;3.00;1 of 14;7;4.00;1 of 14;7;3.00;1 of 14;7;5.00;1 of 14;7;5.00;1 of 14;7;5.00;1 of 14;7;4.00;1 of 14;7;5.00
KSWU;L&aelig;reranstalternes f&aelig;lles projektleder og innovationskursus;1 of 3;33;6.00;1 of 3;33;6.00;1 of 3;33;6.00;1 of 3;33;5.00;1 of 3;33;2.00;1 of 3;33;5.00;1 of 3;33;2.00;1 of 3;33;6.00;1 of 3;33;6.00;1 of 3;33;2.00;1 of 3;33;1.00
KSWU;Objektorienteret programmering;29 of 61;47;5.21;29 of 61;47;5.28;29 of 61;47;5.31;29 of 61;47;4.97;29 of 61;47;3.48;29 of 61;47;3.86;29 of 61;47;4.03;29 of 61;47;5.07;29 of 61;47;5.41;29 of 61;47;3.93;29 of 61;47;2.86
KSWU;Softwarep&aring;lidelighed;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KSWU;Systemudvikling;4 of 10;40;4.50;4 of 10;40;4.50;4 of 10;40;4.25;4 of 10;40;5.25;4 of 10;40;3.50;4 of 10;40;3.25;4 of 10;40;3.75;4 of 10;40;3.50;4 of 10;40;5.50;4 of 10;40;1.75;4 of 10;40;1.75
KSWU;Videreg&aring;ende programmering for praktikere;8 of 16;50;5.00;8 of 16;50;5.12;8 of 16;50;4.50;8 of 16;50;5.12;8 of 16;50;3.50;8 of 16;50;3.75;8 of 16;50;2.88;8 of 16;50;3.12;8 of 16;50;4.25;8 of 16;50;3.62;8 of 16;50;3.88
KTIT;Data Structures and Algorithms;1 of 6;16;4.00;1 of 6;16;6.00;1 of 6;16;3.00;1 of 6;16;5.00;1 of 6;16;4.00;1 of 6;16;5.00;1 of 6;16;3.00;1 of 6;16;3.00;1 of 6;16;6.00;1 of 6;16;4.00;1 of 6;16;3.00
KTIT;Design and Project Management;1 of 29;3;5.00;1 of 29;3;5.00;1 of 29;3;6.00;1 of 29;3;5.00;1 of 29;3;2.00;1 of 29;3;4.00;1 of 29;3;4.00;1 of 29;3;4.00;1 of 29;3;5.00;1 of 29;3;3.00;1 of 29;3;3.00
KTIT;Digital Communication;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KTIT;Indledende Programmering;2 of 33;6;5.00;2 of 33;6;5.00;2 of 33;6;4.00;2 of 33;6;3.50;2 of 33;6;4.00;2 of 33;6;5.00;2 of 33;6;2.50;2 of 33;6;4.50;2 of 33;6;2.50;2 of 33;6;5.00;2 of 33;6;4.00
KTIT;Tools and Concepts in Programming;1 of 30;3;3.00;1 of 30;3;4.00;1 of 30;3;2.00;1 of 30;3;2.00;1 of 30;3;5.00;1 of 30;3;5.00;1 of 30;3;1.00;1 of 30;3;3.00;1 of 30;3;3.00;1 of 30;3;3.00;1 of 30;3;5.00
KTIT;Vidensrepr&aelig;sentation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KTIT;Web design;1 of 8;12;2.00;1 of 8;12;3.00;1 of 8;12;1.00;1 of 8;12;2.00;1 of 8;12;5.00;1 of 8;12;4.00;1 of 8;12;6.00;1 of 8;12;5.00;1 of 8;12;6.00;1 of 8;12;1.00;1 of 8;12;2.00
